序号,编号,轮次,场次,处罚时间,year,赛事,年龄,球队,受罚,受罚者,行为,分类,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,对象,运动员,官员,裁判员,影响,不良,严重,恶劣,十分恶劣,违纪条款,停赛时间、场次,罚款金额,罚款、停赛标准,用时,备注
1,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,泉州青工队,运动员,运动员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,24月,1000,17 56,10,
2,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,泉州青工队,运动员,运动员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,6月,500,17 56,10,
3,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,泉州青工队,运动员,运动员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,24月,1000,17 56,10,
4,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,泉州青工队,官员,官员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,24月,1000,17 56,10,
5,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,厦门联创世纪队,运动员,运动员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,12月,500,17 56,10,
6,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,厦门联创世纪队,运动员,运动员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,24月,1000,17 56,10,
7,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,厦门联创世纪队,运动员,运动员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,24月,1000,17 56,10,
8,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,厦门联创世纪队,运动员,运动员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,6月,500,17 56,10,
9,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,厦门联创世纪队,运动员,运动员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,18月,1000,17 56,10,
10,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,厦门联创世纪队,官员,官员,打架 辱骂,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,24月,1000,17 56,10,
11,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,泉州青工队,俱乐部,俱乐部,多人群殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,12月,5000,17 56,10,
12,1,,,2019.2.28,2019,闽南杯足球冠军赛,成人,厦门联创世纪队,俱乐部,俱乐部,多人群殴,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员 官员,1,1,0,未定义,0,0,0,0,3 8,12月,5000,17 56,10,
17,3,1,3,2019.3.7,2019,中超联赛,成人,上海绿地申花队,运动员,运动员,肘击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,5,50000,17 112,6,
18,3,1,3,2019.3.7,2019,中超联赛,成人,上海绿地申花队,运动员,运动员,击打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,4,40000,17 112,6,
19,4,1,4,2019.3.7,2019,全国青少年足球超级联赛U19A组,青少年,新疆天山雪豹U19队,运动员,运动员,脚踢,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,53 108,4,0,112,3,
21,6,5,44,2019.4.3,2019,全国青少年足球超级联赛U19A组,青少年,天津天海U19队,官员 主教练,官员,辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,48 54 108,6,0,112,8,
22,7,4,24,2019.4.3,2019,全国青少年足球超级联赛U19B组,青少年,重庆斯威U19队,运动员,运动员,打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 不良,1,0,0,0,48 53 56 108,14,0,112,5,
23,7,4,24,2019.4.3,2019,全国青少年足球超级联赛U19B组,青少年,重庆斯威U19队,运动员,运动员,打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 不良,1,0,0,0,48 53 56 108,10,0,112,5,
24,7,4,24,2019.4.3,2019,全国青少年足球超级联赛U19B组,青少年,重庆斯威U19队,运动员,运动员,打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 不良,1,0,0,0,48 53 56 108,12,0,112,5,
25,7,4,24,2019.4.3,2019,全国青少年足球超级联赛U19B组,青少年,重庆斯威U19队,运动员,运动员,打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 不良,1,0,0,0,48 53 56 108,7,0,112,5,
26,8,4,24,2019.4.3,2019,全国青少年足球超级联赛U19B组,青少年,浙江毅腾U19队,运动员,运动员,打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,48 56 108,14,0,112,5,
27,8,4,24,2019.4.3,2019,全国青少年足球超级联赛U19B组,青少年,浙江毅腾U19队,运动员,运动员,打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,48 56 108,12,0,112,5,
28,9,4,24,2019.4.3,2019,全国青少年足球超级联赛U19B组,青少年,重庆当代力帆队,俱乐部,俱乐部,打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,58,通报批评,150000,17,5,
29,9,4,24,2019.4.3,2019,全国青少年足球超级联赛U19B组,青少年,浙江毅腾队,俱乐部,俱乐部,打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,58,通报批评,150000,17,5,
31,11,3,23,2019.4.3,2019,中超联赛,成人,武汉卓尔职业队,运动员,运动员,故意用球踢人,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,5,50000,17 112,3,
32,12,3,24,2019.4.3,2019,中超联赛,成人,深圳市佳兆业队,运动员,运动员,故意踢蹬,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,5,50000,17 112,3,
34,14,3,23,2019.4.3,2019,中甲预备队联赛,成人,南通支云队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 48,6,60000,17 112,1,
36,0,,13,2019.4.19,2019,中国足球协会室内五人制甲级联赛,成人,上海上汽同济大学足球队,官员 领队,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,比赛官员,0,1,0,不良,1,0,0,0,54 48 108,6,12000,17 112,17,
37,0,2,41,2019.4.19,2019,中国足协杯,成人,青岛中青英联队,运动员,运动员,威胁,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 70 48 108,6,0,,,
38,0,2,41,2019.4.19,2019,中国足协杯,成人,青岛中青英联队,运动员,运动员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,比赛官员,0,1,0,不良,1,0,0,0,54 70 48 108,7,0,112,19,
39,0,5,35,2019.4.19,2019,中甲联赛,成人,内蒙古中优呼和浩特队,运动员,运动员,蹬踏 头撞,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,严重,0,1,0,0,53 48,6,60000,17 112,6,
40,0,5,38,2019.4.19,2019,中超联赛,成人,大连一方队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,严重,0,1,0,0,53 48,6,60000,17 112,5,
41,19,6,41,2019.4.26,2019,中甲联赛,成人,广东华南虎梅县铁汉生态队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,官员,0,1,0,不良,1,0,0,0,53 48,4,40000,17 112,6,
42,20,6,41,2019.4.26,2019,中甲联赛,成人,长春亚泰队,运动员,运动员,手掐颈部,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,5,50000,17 112,6,
43,21,6,41,2019.4.26,2019,中甲联赛,成人,广东华南虎梅县铁汉生态队,俱乐部,俱乐部,多人争执,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,58,通报批评,0,,6,
44,21,6,41,2019.4.26,2019,中甲联赛,成人,长春亚泰队,俱乐部,俱乐部,多人争执,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,58,通报批评,0,,6,
45,0,7,49,2019.4.30,2019,中甲联赛,成人,上海申鑫队,官员,官员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,82,1,10000,17,3,
46,0,7,53,2019.4.30,2019,中甲预备队联赛,成人,新疆天山雪豹预备队,官员,官员,故意用球踢人,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,5,50000,17 112,2,
47,0,4,69,2019.5.7,2019,中国足协杯,成人,河北华夏幸福队,运动员,运动员,肘击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53,3,30000,17,6,
48,0,8,62,2019.5.7,2019,中甲联赛,成人,北京北体大队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53,3,30000,17 112,3,
49,0,11,64,2019.5.24,2019,全国青少年足球超级联赛U19B组,青少年,成都棠湖外国语学校U19队,官员,官员,进入场内指责,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,48 54 108,6,0,112,7,
50,0,11,87,2019.5.29,2019,中甲联赛,成人,南通支云队,官员,官员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,6,60000,17 112,4,
51,0,11,87,2019.5.29,2019,中甲联赛,成人,四川隆发队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,官员,0,1,0,不良,1,0,0,0,53 48,3,30000,17 112,4,
52,0,11,88,2019.5.29,2019,中甲联赛,成人,长春亚泰队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 48,6,60000,17 112,3,
53,0,11,88,2019.5.29,2019,中甲联赛,成人,长春亚泰队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 48,6,60000,17 112,3,
54,0,12,91,2019.6.11,2019,中超预备队联赛,成人,山东鲁能泰山队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,5,50000,17 112,9,
55,0,16,142,2019.6.11,2019,全国青少年足球超级联赛U19A组,青少年,天津天海U19队,官员,官员,侮辱性辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,54 48 108,8,0,112,11,
56,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,北京北体大U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
57,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,北京北体大U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
58,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,北京北体大U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
59,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,北京北体大U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
60,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,北京北体大U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
61,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,北京北体大U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
62,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,青岛中能U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
63,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,青岛中能U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
64,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,青岛中能U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
65,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,青岛中能U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
66,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,青岛中能U17队,运动员,运动员,打架 斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 108,6月+20天,0,,14,
67,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,北京北体大U17队,俱乐部,俱乐部,多人打架斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 32,通报批评,300000,17,14,
68,0,1,62,2019.6.11,2019,中国足球协会杯男子U17组,青少年,青岛中能U17队,俱乐部,俱乐部,多人打架斗殴,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,情节恶劣 严重,0,1,0,0,56 48 32,通报批评,300000,17,14,
69,0,1,66,2019.6.20,2019,中国足球协会杯男子U14组,青少年,北京北体大U14队,官员,官员,赛后冲入比赛场内语言威胁,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,70 48 108,6,0,17,11,
70,0,13,98,2019.6.20,2019,中甲联赛,成人,广东梅州客家队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54,6,60000,17 112,5,
72,0,14,110,2019.7.4,2019,中超联赛,成人,山东鲁能泰山队,运动员,运动员,肘击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53,3,30000,17 112,12,
74,0,17,99,2019.7.12,2019,全国青少年足球超级联赛U19B组,青少年,深圳市U19队,运动员,运动员,赛后和裁判组进行握手礼时多次辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,54 48 108,8,0,112,7,
76,0,16,126,2019.7.12,2019,中甲联赛,成人,南通支云队,官员,官员,赛中进场,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,严重,0,1,0,0,55 48 58,4月,50000,17,6,
77,0,16,126,2019.7.12,2019,中甲联赛,成人,南通支云队,俱乐部,俱乐部,多名球员和官员引起比赛混乱,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,严重,0,1,0,0,55 48 58,通报批评,400000,17,6,
78,0,,,2019.7.12,2019,西安市八人制足球（春季）联赛,成人,中林建设队,运动员,运动员,故意蹬踹,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,严重,0,1,0,0,3 8,12月,0,,25,
86,0,17,136,2019.7.19,2019,中超联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,蹬踹,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,严重,0,1,0,0,53 48,6,60000,17 112,6,
87,0,17,136,2019.7.19,2019,中超联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,故意用球踢人,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53,3,30000,17 112,6,
88,0,18,108,2019.7.19,2019,全国青少年足球超级联赛U19B组,青少年,延边足协U19队,运动员,运动员,推击,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 48 108,4,0,112,7,
89,0,18,108,2019.7.19,2019,全国青少年足球超级联赛U19B组,青少年,内蒙古中优U19队,运动员,运动员,击打,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 48 108,5,0,112,7,
90,0,18,141,2019.7.23,2019,中超联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,蹬踹（无球状态下）,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,5,50000,17 112,6,
91,0,19,152,2019.7.31,2019,中甲联赛,成人,辽宁足球沈阳宏运队,运动员,运动员,故意脚踢,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,4,40000,17 112,4,
92,0,23,201,2019.7.31,2019,全国青少年足球超级联赛U19A组,青少年,河南建业U19队,运动员,运动员,击打,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,54 48 108,4,0,112,5,
93,0,21,164,2019.8.9,2019,中超联赛,成人,武汉卓尔职业队,官员,官员,干扰比赛，使比赛中断,2,0,1,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,55 62,2,20000,17,7,
94,0,21,164,2019.8.9,2019,中超联赛,成人,武汉卓尔职业队,俱乐部,俱乐部,官员干扰比赛，使比赛中断,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,55 62,通报批评,200000,17,7,
95,0,20,160,2019.8.9,2019,中甲联赛,成人,贵州恒丰队,官员,官员,侮辱性辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 48,6,60000,17 112,5,
96,0,22,174,2019.9.3,2019,中超联赛,成人,广州富力队,运动员,运动员,侮辱性语言,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 48,6,60000,17 112,20,
97,0,23,183,2019.9.3,2019,中甲联赛,成人,浙江绿城队,运动员,运动员,脚蹬（无球状态下）,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,5,50000,17 112,10,
98,0,24,189,2019.9.10,2019,中甲预备队联赛,成人,上海申鑫队,运动员,运动员,击打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,同队运动员,1,0,0,不良,1,0,0,0,53,4,40000,17 112,9,
99,0,24,189,2019.9.10,2019,中甲预备队联赛,成人,上海申鑫队,运动员,运动员,击打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,同队运动员,1,0,0,不良,1,0,0,0,53,4,40000,17 112,9,
101,0,25,195,2019.9.20,2019,中甲联赛,成人,内蒙古中优呼和浩特队,运动员,运动员,赛后，使用语言侮辱,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,严重,0,1,0,0,54 48,6,60000,17,6,
102,0,25,195,2019.9.20,2019,中甲联赛,成人,内蒙古中优呼和浩特队,运动员,运动员,赛后，使用语言侮辱,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,严重,0,1,0,0,54 48,6,60000,17,6,
103,0,25,195,2019.9.20,2019,中甲联赛,成人,内蒙古中优呼和浩特队,俱乐部,俱乐部,赛后多人围堵,2,0,1,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,严重,0,1,0,0,58,通报批评,200000,,6,
104,0,24,191,2019.9.20,2019,中超联赛,成人,大连一方队,运动员,运动员,用球踢人,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 48,4,40000,17 112,5,
109,0,23,205,2019.10.24,2019,全国青少年足球超级联赛U19A组,青少年,上海申鑫U19队,运动员,运动员,辱骂,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,54 108,6,0,112,17,
110,0,15,71,2019.10.24,2019,女甲联赛,成人,河北精英队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,48 54 108,7,0,112,18,
111,0,1,3,2019.10.24,2019,中乙联赛,成人,大连千兆队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,48 54 108,7,14000,17 112,19,
112,0,2,15,2019.10.24,2019,中乙联赛,成人,大连千兆队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 108,6,12000,17 112,13,
113,0,1,3,2019.10.24,2019,中乙联赛,成人,成都兴城队,运动员,运动员,脚踢,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 108,3,6000,17 112,11,
114,0,2,13,2019.10.24,2019,中乙联赛,成人,四川优必选队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 108,3,6000,17 112,12,
115,0,2,13,2019.10.24,2019,中乙联赛,成人,淄博蹴鞠队,运动员,运动员,推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,53 108,3,6000,17 112,12,
116,0,2,18,2019.11.5,2019,中国足球协会杯男子U19组,青少年,天津泰达U19队,运动员,运动员,故意踩踏 头撞,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,严重,0,1,0,0,53 48 108,10,0,112,11,
117,0,27,210,2019.11.5,2019,中超联赛,成人,广州富力队,官员,官员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,82,3,30000,17,10,
118,1,,,2018.1.30,2018,中超联赛,成人,天津权健队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,9月,0,,130,
119,2,,18,2018.1.30,2018,2018中国足协杯资格赛决赛,成人,大连瑞恒队,运动员,运动员,踢踹,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 102,4,0,,25,
120,3,,30,2018.1.30,2018,2018中国足协杯资格赛决赛,成人,大连瑞恒队,官员,官员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,十分恶劣,0,0,0,1,56 47 102,8,0,,23,
121,4,,22,2018.1.30,2018,2018中国足协杯资格赛决赛,成人,重庆劲浪队,运动员,运动员,企图使用过分力量击打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 102,3,0,,24,
122,5,,27,2018.1.30,2018,2018中国足协杯资格赛决赛,成人,杭州吴越钱唐队,官员,官员,冲入场内 指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,恶劣,0,0,1,0,56 47 102,4,0,,24,
123,6,,,2018.2.11,2018,中乙联赛,成人,安徽合肥桂冠队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68 39,5月,0,,16,
124,7,,12,2018.3.21,2018,中超联赛,成人,天津泰达队,官员,官员,非体育道德行为,8,0,0,0,0,0,0,0,1,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47,5,35000,,10,
125,8,,24,2018.3.21,2018,中超预备队联赛,成人,天津权健队,运动员,运动员,过分力量推打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54,4,28000,,2,
126,9,,16,2018.3.21,2018,中甲联赛,成人,辽宁沈阳开新队,运动员,运动员,踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54,4,28000,,4,
127,10,,5,2018.3.21,2018,中国足协杯,成人,大连统顺队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 100,6,12000,,3,
128,11,,5,2018.3.21,2018,中国足协杯,成人,大连统顺队,运动员,运动员,辱骂 侮辱性手势,2 3,0,1,1,0,0,0,0,0,0,0,0,0,0,球迷,0,0,0,不良,1,0,0,0,54 100,8,16000,,3,
129,12,,5,2018.3.21,2018,中国足协杯,成人,大连统顺队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,球迷,0,0,0,不良,1,0,0,0,54 49 100,6,12000,,3,
131,14,,70,2018.3.21,2018,中足协室内五人制超级联赛,成人,深圳南岭铁狼队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 100,6,12000,,9,
132,15,,61,2018.3.21,2018,中足协室内五人制超级联赛,成人,青岛辰希队,运动员,运动员,辱骂 掐脖子,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54 100,6,12000,,12,
133,16,,21,2018.3.29,2018,中国足协杯,成人,淄博星期天队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47 100,4,20000,,4,
135,18,,31,2018.4.10,2018,中超联赛,成人,广州恒大淘宝队,运动员,运动员,肘击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54 49,8,56000,,11,
136,19,,25,2018.4.10,2018,中超预备队联赛,成人,河南建业队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,54,4,28000,,9,
141,24,5,37,2018.4.12,2018,中超联赛,成人,长春亚泰队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,54 47,4,28000,17,5,
142,25,5,39,2018.4.12,2018,中超预备队联赛,成人,广州恒大淘宝队,运动员,运动员,打架,1,1,0,0,0,0,0,0,0,0,0,0,0,0,同队运动员,1,0,0,情节恶劣 严重,0,1,0,0,54 49,10月,20000,17,3,
