序号,编号,轮次,场次,处罚时间,year,赛事,年龄,球队,受罚,受罚者,行为,分类,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,对象,运动员,官员,裁判员,影响,不良,严重,恶劣,十分恶劣,违纪条款,停赛时间、场次,罚款金额,罚款、停赛标准,用时,备注
376,121,,105,2017.7.5,2017,中超联赛,成人,北京中赫国安队,运动员,运动员,推击对方球员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,56 49,5,25000,17,9,
377,122,,105,2017.7.5,2017,中超联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,"对对方球员做出不适当行为
加剧了赛场混乱",2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,56 49,4,20000,17,9,
378,123,,,2017.7.5,2017,,成人,有关俱乐部,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,4月,0,,,
379,124,,128,2017.7.5,2017,中甲预备队联赛,成人,杭州绿城队,官员,官员,在替补席前击打对方球员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,3,
380,125,,126,2017.7.5,2017,中甲预备队联赛,成人,大连超越队,运动员,运动员,使用过分力量蹬踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,2,10000,17,3,
381,126,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,俱乐部,俱乐部,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,100000,17,3,
382,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,"队长郑智未带领队员
按规定完成赛后握手仪式",2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,4,40000,17,3,
383,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
384,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
385,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
386,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
387,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
388,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
389,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
390,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
391,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
392,127,,118,2017.7.5,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,恶劣,0,0,1,0,105 49,通报批评,10000,17,3,
393,128,,18,2017.7.6,2017,中女超联赛,成人,上海女子足球队,官员,官员,冲入场内指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 49,4,0,,1,
394,129,,136,2017.7.11,2017,中甲预备队联赛,成人,青岛黄海队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,59 47,4,20000,17,2,
395,130,,134,2017.7.11,2017,中甲联赛,成人,广东梅州客家队,运动员,运动员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,恶劣,0,0,1,0,83 49,2,10000,17,3,
396,131,,129,2017.7.12,2017,中甲联赛,成人,杭州绿城队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,3,
397,132,,129,2017.7.12,2017,中甲联赛,成人,杭州绿城队,运动员,运动员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,1,5000,17,3,
398,133,,128,2017.7.12,2017,中超联赛,成人,上海绿地申花队,俱乐部,俱乐部,未安排首发运动员参加赛前新闻发布会,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,84,通报批评,20000,17,4,
399,134,,128,2017.7.12,2017,中超联赛,成人,上海绿地申花队,俱乐部,俱乐部,球迷在场内燃放违禁物品,5,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,87,通报批评,20000,17,4,
400,135,,126,2017.7.12,2017,中超预备队联赛,成人,长春亚泰队,运动员,运动员,使用过分力量铲球,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,2,10000,17,2,
401,137,1,1,2017.7.12,2017,全国女足U18联赛,青少年,四川队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,24月,0,,6,
402,137,1,1,2017.7.12,2017,全国女足U18联赛,青少年,四川队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,24月,0,,6,
403,137,1,1,2017.7.12,2017,全国女足U18联赛,青少年,四川队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,24月,0,,6,
404,137,1,1,2017.7.12,2017,全国女足U18联赛,青少年,四川队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,24月,0,,6,
405,137,1,1,2017.7.12,2017,全国女足U18联赛,青少年,四川队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,12月,0,,6,
406,137,1,1,2017.7.12,2017,全国女足U18联赛,青少年,四川队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,12月,0,,6,
407,137,1,1,2017.7.12,2017,全国女足U18联赛,青少年,四川队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,12月,0,,6,
408,137,1,1,2017.7.12,2017,全国女足U18联赛,青少年,四川队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,12月,0,,6,
409,137,1,1,2017.7.12,2017,全国女足U18联赛,青少年,四川队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,12月,0,,6,
410,138,1,1,2017.7.12,2017,全国女足U18联赛,青少年,福建队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,12月,0,,6,
411,138,1,1,2017.7.12,2017,全国女足U18联赛,青少年,福建队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,12月,0,,6,
412,138,1,1,2017.7.12,2017,全国女足U18联赛,青少年,福建队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,12月,0,,6,
413,138,1,1,2017.7.12,2017,全国女足U18联赛,青少年,福建队,运动员,运动员,与对方球员发生肢体冲突,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,恶劣,0,0,1,0,57 49 102,12月,0,,6,
414,139,,,2017.7.13,2017,昆山市足球协会甲级联赛,成人,昆山启航中天足球队,运动员,运动员,辱骂 殴打,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,十分恶劣,0,0,0,1,57 47 103,终身,0,,25,
415,139,,,2017.7.13,2017,昆山市足球协会甲级联赛,成人,昆山启航中天足球队,运动员,运动员,辱骂 殴打,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,十分恶劣,0,0,0,1,57 47 103,终身,0,,25,
416,139,,,2017.7.13,2017,昆山市足球协会甲级联赛,成人,昆山启航中天足球队,运动员,运动员,辱骂 殴打,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,十分恶劣,0,0,0,1,57 47 103,终身,0,,25,
418,141,,,2017.7.19,2017,凯迪拉克2017上海超级足球联赛,成人,YLZ队,业余运动员,运动员,因不满裁判员判罚，将球踢向裁判员并击打裁判员面部，期间伴有威胁、侮辱裁判员的言语,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,极其恶劣,0,0,0,1,56 70 103,终身,0,,10,
419,142,,25,2017.7.19,2017,中女超联赛,成人,山东体彩女子足球队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,5,0,,4,
420,143,,131,2017.7.19,2017,中超联赛,成人,辽宁沈阳开新队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,4,
421,144,,141,2017.7.19,2017,中甲联赛,成人,保定英利易通容大队,运动员,运动员,以过分力量在争抢球结束后，蹬踹,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 49,5,25000,17,4,
422,145,,58,2017.7.19,2017,中超精英梯队联赛,成人,河南建业队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,0,,5,
423,146,,60,2017.7.26,2017,中国足协杯,成人,上海上港队,俱乐部,俱乐部,未按时到达体育场并提交比赛队员名单、未安排首发运动员参加赛前新闻发布会,4 6,0,0,0,1,0,1,0,0,0,0,0,0,0,媒体,0,0,0,未定义,0,0,0,0,105 12 84,通报批评,40000,17,7,
424,147,,60,2017.7.26,2017,中国足协杯,成人,天津权健队,俱乐部,俱乐部,未按时到达体育场并提交比赛队员名单、下半场延迟出场时间,2 6,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,105 12 49,通报批评,60000,17,7,
425,148,,60,2017.7.26,2017,中国足协杯,成人,天津权健队,官员,官员,多次向场内投掷款泉水瓶，并在比赛中走入场地内投掷矿泉水瓶,2,0,1,0,0,0,0,0,0,0,0,0,0,0,器材,0,0,0,不良,1,0,0,0,105 12,2,10000,17,7,
426,·149,,60,2017.7.26,2017,中国足协杯,成人,上海上港队,官员,官员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,2,16000,17,7,
427,150,,139,2017.7.26,2017,中超联赛,成人,天津权健队,俱乐部,俱乐部,未按时提交比赛名单，未按时结束赛前热身离场，未按规定时间出休息室，导致开球时间延误,2 6,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,63 12 49,通报批评,90000,17,3,
428,151,,139,2017.7.26,2017,中超联赛,成人,河南建业队,俱乐部,俱乐部,未按时结束赛前热身离场，未按规定时间出休息室，导致开球时间延误,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,63 12 49,通报批评,60000,17,3,
429,152,,142,2017.7.26,2017,中超联赛,成人,长春亚泰队,官员,官员,指责裁判员，并将矿泉水瓶踢入场内，干扰比赛,2 3,0,1,1,0,0,0,0,0,0,0,0,0,0,裁判员 器材,0,0,1,不良,1,0,0,0,56 47 49,4,20000,17,4,
430,153,,138,2017.7.26,2017,中超预备队联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,使用过分力量铲抢对方球员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,2,10000,17,3,
431,154,,152,2017.7.26,2017,中甲联赛,成人,大连一方队,官员,官员,比赛中故意抢球并持球不还,2,0,1,0,0,0,0,0,0,0,0,0,0,0,器材,0,0,0,不良,1,0,0,0,105 13,2,10000,17,4,
432,155,,145,2017.8.2,2017,中超联赛,成人,北京中赫国安队,俱乐部,俱乐部,未按规定时间出休息室，延迟下半场开球时间,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,63,通报批评,20000,17,5,
433,156,,147,2017.8.2,2017,中超联赛,成人,重庆当代力帆队,俱乐部,俱乐部,未按规定时间出休息室，延迟下半场开球时间,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,63,通报批评,20000,17,4,
434,157,,147,2017.8.2,2017,中超联赛,成人,重庆当代力帆队,官员,官员,冲入场内指责裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,15000,17,4,
435,159,,,2017.8.2,2017,,成人,北京亿城BTV三高队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,6月,0,,,
436,160,,62,2017.8.3,2017,中国足协杯,成人,江苏苏宁苏宁易购队,运动员,运动员,"以非道德方式侵犯他人
（将球踢出到底线，破坏对方球员发球）",8,0,0,0,0,0,0,0,1,0,0,0,0,0,他人,0,0,0,不良,1,0,0,0,56 102,3,6000,17,2,
437,161,,64,2017.8.8,2017,中国足协杯,成人,天津权健队,官员,官员,未报名本场比赛替补席官员名单情况下，与他人发生争执,3,0,0,1,0,0,0,0,0,0,0,0,0,0,他人,0,0,0,不良,1,0,0,0,105 102,2,4000,17,5,
438,162,,64,2017.8.8,2017,中国足协杯,成人,上海上港队,官员,官员,赛中，与他人发生争执,3,0,0,1,0,0,0,0,0,0,0,0,0,0,他人,0,0,0,不良,1,0,0,0,105 102,1,2000,17,5,
439,163,,64,2017.8.8,2017,中国足协杯,成人,上海上港队,官员,官员,赛中，推搡对方工作人员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,官员,0,1,0,不良,1,0,0,0,56 102,3,6000,17,5,
440,164,,156,2017.8.8,2017,中超联赛,成人,天津权健队,官员,官员,未报名本场比赛替补席官员名单情况下，进入内场区域,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105 49,3,15000,17,2,
441,166,,163,2017.8.10,2017,中超联赛,成人,上海绿地申花队,运动员,运动员,未按要求完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105,1,5000,17,1,
442,167,,166,2017.8.10,2017,中超联赛,成人,天津泰达亿利队,运动员,运动员,未按要求完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105,1,5000,17,1,
443,168,,161,2017.8.11,2017,中超联赛,成人,天津权健队,运动员,运动员,未按要求完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105,1,5000,17,1,
444,169,,161,2017.8.11,2017,中超联赛,成人,天津权健队,运动员,运动员,未按要求完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105,1,5000,17,1,
445,170,,168,2017.8.18,2017,中甲联赛,成人,大连一方队,俱乐部,俱乐部,未按规定时间出休息室，导致下半场开球时间延误,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,63,通报批评,20000,17,6,
447,172,3,6,2017.8.23,2017,"中国足球协会
业余联赛大区赛（南一区）",成人,宁波大榭银博队,运动员,运动员,使用过分力量蹬踹，致其受伤倒地,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,56 49 102,8,0,,9,
448,173,,181,2017.8.23,2017,中超联赛,成人,天津权健队,运动员,运动员,肘击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,3,
449,175,,177,2017.8.23,2017,中超预备队联赛,成人,北京中赫国安队,俱乐部,俱乐部,有客队球迷向场内投掷冷烟火,5,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,87,通报批评,10000,17,3,
450,176,,175,2017.8.23,2017,中甲联赛,成人,保定英利易通容大队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 49,4,20000,17,4,
451,177,,175,2017.8.23,2017,中甲联赛,成人,上海申鑫队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,15000,17,4,
452,178,,111,2017.8.23,2017,中乙联赛,成人,银川贺兰山宁夏山屿海队,运动员,运动员,做出非体育道德行为,8,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,不良,1,0,0,0,56 102,2,4000,17,4,
453,180,,111,2017.8.23,2017,中乙联赛,成人,内蒙古包头南郊队,俱乐部,俱乐部,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,通报批评,0,,4,
454,181,3,12,2017.8.23,2017,"中国足球协会
业余联赛大区赛（北四区）",成人,青岛红狮队,运动员,运动员,在死球状态下，脚踢已倒地的对方球员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,56 49 102,10,0,,2,
455,182,3,12,2017.8.23,2017,"中国足球协会
业余联赛大区赛（北四区）",成人,青岛红狮队,运动员,运动员,拳击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,56 49 102,10,0,,2,
456,183,,184,2017.8.29,2017,中甲预备队联赛,成人,武汉卓尔职业队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,2,
457,184,3,77,2017.8.29,2017,中甲精英梯队联赛,成人,青岛黄海队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47 102,4,0,,3,
458,185,2,3,2017.8.29,2017,"中国足球协会
业余联赛大区赛（北二区）",成人,沈阳西成队,运动员,运动员,踩踏对方已倒地球员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 102,3,0,,9,
459,186,2,3,2017.8.29,2017,"中国足球协会
业余联赛大区赛（北二区）",成人,天津彬泰顺队,官员,官员,冲出技术区辱骂对方球员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 102,3,0,,9,
460,187,,184,2017.8.29,2017,中甲预备队联赛,成人,石家庄永昌队,运动员,运动员,使用过分力量推击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,2,
461,188,,,2017.8.29,2017,中超联赛,成人,上海上港队,运动员,运动员,"在接受外国媒体采访时，
发表不负责任评论",4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,2,10000,17,23,
462,189,,184,2017.8.29,2017,中甲联赛,成人,武汉卓尔职业队,运动员,运动员,用过分力量踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,极其恶劣,0,0,0,1,56 49,6月,120000,17,3,
463,190,,189,2017.9.6,2017,中甲预备队联赛,成人,杭州绿城队,运动员,运动员,辱骂对方球员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,4,20000,17,3,
464,191,,189,2017.9.6,2017,中甲预备队联赛,成人,浙江毅腾队,运动员,运动员,使用过分力量推击对方球员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,4,20000,17,3,
465,192,,187,2017.9.6,2017,中甲联赛,成人,大连一方队,运动员,运动员,使用过分力量铲抢,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,2,10000,17,3,
466,195,,,2017.9.6,2017,,成人,辽宁队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,5月,0,,,
467,196,,196,2017.9.12,2017,中甲联赛,成人,浙江毅腾队,运动员,运动员,使用过分力量推击对方球员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,3,
468,197,,200,2017.9.12,2017,中甲联赛,成人,深圳市佳兆业队,运动员,运动员,辱骂对方球员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,3,
469,198,,200,2017.9.12,2017,中甲联赛,成人,石家庄永昌队,运动员,运动员,辱骂对方球员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,3,
470,199,,198,2017.9.12,2017,中甲联赛,成人,大连一方队,官员,官员,辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,5,25000,17,3,
471,200,,193,2017.9.12,2017,中甲联赛,成人,新疆天山雪豹新疆体彩队,官员,官员,指责第一助理裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,15000,17,3,
472,201,,196,2017.9.12,2017,中甲预备队联赛,成人,上海申鑫队,运动员,运动员,肘击对方球员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,2,
473,202,,200,2017.9.12,2017,中甲联赛,成人,深圳市佳兆业队,运动员,运动员,争抢球后用脚底踩对方球员脚背,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,56 49,4个月,80000,17,3,
474,足球字,,,2017.9.14,2017,中超联赛,成人,天津权健队,运动员,运动员,涉嫌危险驾驶罪,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,中足字,暂停参加中国足协正式足球活动,0,,,
475,203,,195,2017.9.19,2017,中超联赛,成人,河南建业队,运动员,运动员,在替补席辱骂第一助理裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,5,25000,17,2,
476,204,,199,2017.9.19,2017,中超联赛,成人,广州恒大淘宝队,,,未安排指定球员参加赛后瞬间采访,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,84 49,通报批评,30000,17,2,
477,205,,120,2017.9.19,2017,"中乙联赛
预赛阶段北区",成人,沈阳东进队,运动员,运动员,指责裁判员后，将其手中黄牌打掉,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,恶劣,0,0,1,0,56 47,7,14000,17,10,
478,206,,,2017.9.19,2017,"中国足球协会
业余联赛总决赛",成人,青岛康太源足球队,官员,官员,对第一助理裁判员做出不适当手势,2,0,1,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47 102,3,0,,3,
479,207,,,2017.9.19,2017,"中国足球协会
业余联赛总决赛",成人,青岛康太源足球队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47 102,4,0,,3,
480,208,,,2017.9.19,2017,"中国足球协会
业余联赛总决赛",成人,青岛康太源足球队,官员,官员,威胁,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,70 102,6,0,,3,
481,210,,,2017.9.19,2017,"中国足球协会
业余联赛总决赛",成人,合肥桂冠足球队,运动员,运动员,使用过分力量撞击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 102,4,0,,2,
482,212,,,2017.9.20,2017,中超联赛,成人,北京中赫国安队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,6月,0,,,
483,213,,53,2017.9.20,2017,中超联赛,成人,山东鲁能泰山队,俱乐部,俱乐部,未按规定安排首发队员参加赛前新闻发布会,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,84,通报批评,20000,17,1,
484,214,,207,2017.9.27,2017,中超联赛,成人,上海上港队,官员,官员,辱骂，并对裁判员做出侮辱性动作,2 3,0,1,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,恶劣,0,0,1,0,56 47 49,8,40000,17,5,
485,215,,207,2017.9.27,2017,中超联赛,成人,上海上港队,官员,官员,在赛后新闻发布会上发表不负责任评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,1,8000,17,5,
486,216,,,2017.9.27,2017,中超联赛,成人,山东鲁能泰山队,官员,官员,个人社交账号上发表侮辱裁判员的图片,4,0,0,0,1,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47 49,7,35000,17,,
487,217,,207,2017.9.27,2017,中超联赛,成人,北京中赫国安队,运动员,运动员,赛后辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47 49,5,25000,17,5,
488,218,,202,2017.9.27,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,在对方倒地情况下，使用过分力量铲球,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 49,4,20000,17,5,
